ID_VENTE|CD_PRODUIT|QTE_VENTE|PRIX_VENTE|PRIX_ACHAT
CA-2015-MO17800140-42265|FUR-CH-4407|6|144.784|115.8272
ES-2013-RD1948045-41551|OFF-EN-5022|2|8.382|6.7056
MX-2015-SM2000536-42130|OFF-SU-4980|2|15.84|12.672
ES-2013-SW20245139-41459|OFF-EN-3658|8|3.573|2.8584
IN-2015-SM20905130-42332|OFF-BI-4814|2|3.168|2.5344
IN-2015-TM2101066-42230|OFF-EN-5037|2|13.488|10.7904
ID-2013-TS215057-41599|OFF-EN-4909|2|3.618|2.8944
IN-2013-TB216257-41633|OFF-BI-4811|6|4.482|3.5856
IN-2013-TB2162558-41601|FUR-CH-4518|1|19.233|15.3864
US-2013-AF1087055-41556|OFF-AR-3545|1|8.766|7.0128
MX-2014-MS1798082-41777|OFF-EN-4906|2|2.928|2.3424
MX-2013-SW2075537-41635|OFF-AR-5913|2|5.679|4.5432
MX-2013-EB1397536-41522|OFF-SU-4975|3|15.675|12.54
MX-2014-EH1400518-41984|OFF-EN-3092|2|5.088|4.0704
NI-2013-AH19595-41318|OFF-EN-4914|1|9.592|7.6736
ES-2015-AR10345139-42178|OFF-FA-2943|1|9.75|7.8
IZ-2013-AF87061-41503|OFF-EN-5043|2|13.66|10.928
IN-2013-AG109007-41401|OFF-FA-6200|2|9.99|7.992
IN-2014-BF112157-41866|OFF-BI-2917|3|2.144|1.7152
CA-2015-MO17800140-42117|FUR-FU-6225|1|105.98|84.784
CA-2013-MO17800140-41600|FUR-TA-4615|5|103.481|82.7848
ES-2015-CJ1201064-42323|OFF-AR-3481|4|4.977|3.9816
IN-2015-CS1246011-42074|OFF-BI-3291|5|1.323|1.0584
US-2015-MO17800140-42165|FUR-TA-3754|3|108.925|87.14
GH-2013-Dl360049-41562|TEC-AC-5889|2|29.238|23.3904
EG-2015-DN369038-42311|OFF-FA-2954|2|11.2|8.96
IR-2015-EL373560-42168|OFF-FA-6203|3|4.164|3.3312
ES-2015-EM13960139-42196|OFF-BI-4811|2|4.482|3.5856
PL-2015-EH4005103-42173|OFF-FA-5475|1|4.95|3.96
IT-2013-FA1423091-41340|OFF-AR-3491|1|8.181|6.5448
ES-2014-FH14350139-41777|OFF-BI-3249|1|3.429|2.7432
ID-2015-GH144107-42308|OFF-LA-5382|2|4.32|3.456
CA-2015-MO17800140-42159|OFF-ST-4068|3|12.112|9.6896
IN-2015-GH1466527-42302|OFF-AR-3501|1|26.169|20.9352
CA-2015-MO17800140-42265|OFF-FA-6129|3|21.104|16.8832
CA-2013-MO17800140-41534|OFF-PA-6579|2|6.48|5.184
UP-2015-JW5220137-42269|OFF-EN-3108|3|5.247|4.1976
US-2015-MO17800140-42165|FUR-FU-2858|1|15.984|12.7872
ES-2014-JJ15760139-41668|OFF-BI-4826|2|2.94|2.352
US-2015-MO17800140-42165|OFF-PA-3010|3|4.544|3.6352
MX-2015-JD1615082-42056|OFF-PA-5853|3|14.895|11.916
CA-2015-MO17800140-42263|FUR-FU-5171|2|2.032|1.6256
IN-2013-KN163907-41611|OFF-AR-3463|3|12.876|10.3008
SF-2012-KH6690117-41140|OFF-FA-2956|3|4.452|3.5616
ES-2014-LE16810120-41719|OFF-FA-5474|1|6.012|4.8096
CA-2014-MO17800140-41881|TEC-PH-5833|1|5.5|4.4
ES-2015-MS1798045-42154|OFF-AR-3459|2|8.883|7.1064
IN-2014-MS1798058-41801|OFF-PA-4008|2|7.0914|5.67312
IN-2013-ML1804078-41434|OFF-BI-3737|2|1.792|1.4336
CA-2014-MT17815140-41846|FUR-TA-5421|2|303.76|243.008
US-2015-MT17815140-42077|TEC-PH-5559|2|119.96|95.968
ID-2015-NM1852097-42263|OFF-BI-3257|3|19.536|15.6288
IT-2015-NZ1856564-42260|OFF-ST-6033|5|38.664|30.9312
MO-2014-NS864086-41897|OFF-ST-4062|9|4.536|3.6288
IN-2013-PM189407-41635|OFF-AR-6118|1|6.944|5.5552
TU-2013-PW9030134-41448|OFF-PA-5850|3|19.332|15.4656
CA-2014-MT17815140-41846|OFF-PA-3041|5|13.1|10.48
CA-2015-MT17815140-42320|OFF-ST-3399|1|35.48|28.384
ID-2012-RD19660144-40914|OFF-PA-4162|3|7.785|6.228
TU-2013-RW9690134-41282|TEC-AC-5122|5|40.476|32.3808
ID-2015-SR20425118-42235|OFF-LA-4693|8|4.704|3.7632
IT-2014-SD2048562-41733|OFF-BI-2893|3|3.996|3.1968
IN-2015-SS2059090-42277|FUR-FU-4084|7|17.451|13.9608
IN-2013-TS212057-41465|OFF-EN-3675|1|11.13|8.904
CA-2014-MT17815140-42001|OFF-PA-6577|2|6.48|5.184
TX-2013-TM11490135-41593|OFF-BI-3255|2|19.32|15.456
CA-2013-MT17815140-41584|OFF-BI-6332|4|3.912|3.1296
MX-2013-DP1300039-41382|OFF-AR-3489|2|12.9108|10.32864
MX-2015-ML1741031-42320|OFF-LA-4529|4|6.837|5.4696
MX-2015-MH1802582-42283|OFF-PA-6623|3|3.978|3.1824
MX-2015-CB1202531-42360|OFF-LA-6035|8|2.712|2.1696
MX-2014-RA1988551-41795|OFF-PA-4182|2|6.72|5.376
MX-2014-AG1076536-41768|OFF-FA-3072|3|5.208|4.1664
US-2013-SC2068018-41499|OFF-FA-5475|5|4.95|3.96
ES-2014-AB1025545-41853|OFF-ST-6229|1|6.792|5.4336
ID-2015-AO108107-42143|OFF-BI-2918|1|1.788|1.4304
IN-2013-AP1091592-41398|OFF-PA-3997|2|7.5075|6.006
ES-2014-AW10930139-41654|OFF-ST-4253|5|15.5625|12.45
IR-2015-BW111060-42112|OFF-PA-6618|1|8.334|6.6672
ES-2014-BM1114045-41709|OFF-EN-4437|3|3.96|3.168
IN-2014-BS1159027-41924|OFF-AR-3533|1|18.117|14.4936
TU-2013-BD1770134-41450|OFF-AR-3527|3|49.41|39.528
IN-2012-CS118457-40990|OFF-LA-4539|3|4.308|3.4464
CA-2014-MT17815140-42001|OFF-PA-4892|1|5.92|4.736
YM-2012-CC2370145-41178|OFF-ST-6033|1|38.664|30.9312
IN-2012-CM1244521-41271|OFF-EN-4435|2|3.48|2.784
NI-2013-DB361595-41373|FUR-BO-5972|2|44.451|35.5608
CA-2013-MT17815140-41618|OFF-LA-3270|3|2.88|2.304
CA-2014-MT17815140-41846|OFF-ST-3078|2|7.89|6.312
MX-2012-FA1423018-41199|OFF-PA-6600|2|19.644|15.7152
UP-2015-JL5235137-42081|OFF-FA-2951|3|8.8605|7.0884
ID-2014-JE157157-41944|OFF-SU-4978|2|8.118|6.4944
CA-2013-MT17815140-41584|OFF-EN-5678|5|2.95|2.36
CA-2014-MS17830140-41917|FUR-TA-3622|4|119.686|95.7488
CA-2013-MS17830140-41615|FUR-FU-2858|6|15.984|12.7872
CA-2013-MS17830140-41478|OFF-BI-2880|3|0.876|0.7008
CA-2012-MS17830140-40918|OFF-AR-5289|5|5.84|4.672
TU-2014-MG7680134-41906|OFF-ST-6272|4|28.9698|23.17584
BO-2015-MS798013-42091|OFF-AR-6113|3|7.152|5.7216
IT-2015-NP1832591-42122|TEC-MA-4192|1|9.282|7.4256
CG-2014-NC834033-41895|OFF-BI-4824|3|2.547|2.0376
ES-2012-PO1885045-41025|OFF-LA-5389|2|5.488|4.3904
GG-2014-RD966047-41995|OFF-BI-4809|2|4.095|3.276
CA-2012-MS17830140-40918|TEC-AC-5210|3|10.4|8.32
ID-2015-SW202757-42216|OFF-SU-6165|4|17.028|13.6224
CA-2015-MC17845140-42349|FUR-TA-3559|1|417.4|333.92
IN-2012-SN2056027-41143|OFF-EN-3658|3|3.573|2.8584
IN-2013-TS2150558-41500|OFF-LA-4658|1|2.616|2.0928
ID-2015-VG217907-42102|OFF-FA-5475|2|4.95|3.96
IT-2013-YS2188048-41607|OFF-LA-5393|1|5.3295|4.2636
MX-2013-CK1232536-41628|OFF-BI-4809|2|4.095|3.276
MX-2015-LB1679539-42252|OFF-SU-4994|1|11.048|8.8384
MX-2015-RH1949539-42161|OFF-FA-6204|3|2.912|2.3296
MX-2015-MY1829531-42066|OFF-FA-6204|3|2.912|2.3296
MX-2015-LD1700582-42320|OFF-BI-3719|2|7.416|5.9328
US-2013-PA190605-41536|OFF-LA-3323|4|6.5175|5.214
ES-2015-AS1022545-42357|OFF-PA-6616|3|8.112|6.4896
CA-2012-MC17845140-41094|TEC-AC-5279|2|127.992|102.3936
CA-2012-MC17845140-41262|OFF-BI-4822|1|60.998|48.7984
CA-2012-MC17845140-41262|OFF-BI-5638|1|38.78|31.024
ES-2012-BC11125120-41010|OFF-BI-3246|2|7.02|5.616
US-2015-MC17845140-42319|OFF-AP-4221|2|80.16|64.128
IZ-2012-BD162061-41230|OFF-AR-5912|3|14.1183|11.29464
ML-2015-BM178579-42014|FUR-FU-3067|2|9.996|7.9968
CA-2014-MC17845140-41951|OFF-ST-5239|3|104.696|83.7568
IT-2014-DB1336064-41923|OFF-ST-5708|2|32.64|26.112
ZA-2013-DN3690147-41429|OFF-AP-4719|4|25.416|20.3328
ES-2015-GH1441045-42125|OFF-BI-6397|4|1.197|0.9576
ID-2015-IL1510092-42209|OFF-FA-5481|8|2.344|1.8752
TU-2014-JF5355134-41874|OFF-BI-2893|2|3.996|3.1968
IN-2013-JS1594058-41290|OFF-LA-6051|3|4.356|3.4848
TU-2013-KB6315134-41593|OFF-BI-3717|5|4.05|3.24
CA-2012-MC17845140-41262|OFF-AR-3535|3|18.92|15.136
IN-2015-MB180857-42172|OFF-FA-6208|3|4.095|3.276
ES-2014-MC181008-41977|OFF-FA-6198|4|7.689|6.1512
ES-2015-NR1855045-42113|OFF-FA-2953|4|15.012|12.0096
IN-2015-PS1897058-42337|OFF-FA-2949|6|5.808|4.6464
EG-2014-SK999038-41812|OFF-AR-3489|1|12.9108|10.32864
IT-2015-SC20800125-42308|OFF-AR-5926|3|3.708|2.9664
ES-2013-VB21745120-41275|OFF-LA-4663|2|7.884|6.3072
SF-2012-YS11880117-41245|OFF-AR-3494|5|11.94|9.552
MX-2013-BK1126039-41454|OFF-LA-6042|2|4.596|3.6768
MX-2014-JO1528031-41902|TEC-PH-3142|5|26.112|20.8896
MX-2015-BN1147018-42301|OFF-ST-4105|1|14.391|11.5128
MX-2013-HM1486082-41313|OFF-FA-5470|1|5.82|4.656
US-2012-TH2123598-41188|OFF-LA-4555|3|6.0738|4.85904
CA-2012-MC17845140-41094|OFF-PA-6554|1|6.48|5.184
ID-2014-BF109757-41842|OFF-FA-6206|1|5.8194|4.65552
IT-2014-BD11635139-41887|OFF-LA-6064|4|4.644|3.7152
CA-2014-MC17845140-41951|FUR-FU-4232|6|17.784|14.2272
CA-2014-MC17845140-41988|FUR-FU-4230|2|22.23|17.784
ID-2014-DR1294092-41792|OFF-LA-5382|2|4.32|3.456
US-2015-MC17845140-42319|OFF-BI-4375|6|28.792|23.0336
UZ-2013-DW3480142-41327|OFF-FA-6205|2|3.888|3.1104
CA-2012-MC17845140-41094|OFF-LA-3238|3|7.31|5.848
IT-2012-GM1468091-41215|OFF-EN-3102|3|17.925|14.34
CA-2012-MC17845140-41262|OFF-AR-5286|7|4.13|3.304
ES-2014-HA1492045-41852|OFF-LA-4665|5|2.896|2.3168
IN-2013-JP1546059-41555|OFF-ST-4060|1|10.188|8.1504
ID-2014-JR1567059-41788|OFF-BI-6384|1|19.584|15.6672
ES-2012-JA15970139-41080|OFF-BI-3246|7|7.02|5.616
EG-2015-KH651038-42354|OFF-AR-3545|1|8.766|7.0128
RO-2012-KN6705107-41158|TEC-MA-5001|3|10.326|8.2608
TU-2014-LB6795134-41809|TEC-AC-5888|1|22.74|18.192
ID-2013-LW172157-41284|OFF-BI-4810|1|5.604|4.4832
ES-2014-MR1754545-41898|FUR-FU-6278|5|9.54|7.632
RS-2014-MM8280108-41957|FUR-FU-3050|5|20.64|16.512
IN-2013-PF191657-41382|OFF-FA-3062|3|6.636|5.3088
ES-2015-RF193458-42249|OFF-BI-6378|2|8.32|6.656
SA-2013-RP9390110-41625|OFF-ST-4261|4|10.56|8.448
LH-2013-RB943575-41424|OFF-AR-3492|5|11.172|8.9376
UP-2015-RS9765137-42246|OFF-LA-4693|6|4.704|3.7632
IN-2013-TS2137027-41556|OFF-BI-3717|6|4.05|3.24
ES-2013-TB2162548-41374|OFF-BI-2918|1|1.788|1.4304
US-2015-JA1597055-42330|OFF-AR-6105|4|19.788|15.8304
MX-2013-NM1844539-41592|OFF-PA-4472|2|15.255|12.204
MX-2014-AR1040582-41821|OFF-FA-6194|3|3.152|2.5216
US-2014-EA1403536-41919|TEC-AC-5101|1|16.005|12.804
US-2015-MW1822018-42095|OFF-EN-5040|3|20.02|16.016
MX-2013-SM2032018-41559|FUR-FU-3948|3|3.204|2.5632
MX-2015-MC1742539-42104|OFF-EN-4446|1|16.836|13.4688
MX-2012-DE1325582-41179|OFF-BI-6402|3|1.773|1.4184
TU-2015-AG300134-42271|FUR-BO-3887|1|57.12|45.696
ES-2012-AA1048045-41215|OFF-ST-4031|1|5.598|4.4784
TU-2012-BF975134-41172|OFF-AR-5923|1|14.505|11.604
US-2015-MC17845140-42368|OFF-FA-4842|2|2.01|1.608
CA-2015-MD17860140-42299|OFF-ST-5754|1|90.912|72.7296
CA-2015-MD17860140-42153|OFF-AP-4239|1|41.71|33.368
ID-2015-BD1163558-42129|OFF-LA-3298|3|3.696|2.9568
AG-2015-CC22203-42259|OFF-BI-4814|3|3.168|2.5344
US-2012-MD17860140-41244|FUR-FU-3958|1|29.18|23.344
IT-2014-CM1238548-42003|OFF-AR-3548|2|9.288|7.4304
IT-2015-CM12655124-42042|OFF-BI-2884|2|12.192|9.7536
IN-2015-DW131957-42181|OFF-PA-5891|2|7.248|5.7984
US-2014-DL1333055-41814|OFF-BI-4828|3|4.185|3.348
AG-2012-DH36753-41136|OFF-BI-4807|2|3.933|3.1464
IN-2015-FC1424527-42050|OFF-SU-4138|3|36.963|29.5704
SA-2014-GD4590110-41870|OFF-PA-6609|7|4.712|3.7696
IT-2014-GM1468045-41656|OFF-ST-5694|1|9.207|7.3656
ES-2013-HE1480048-41600|OFF-SU-2990|2|18.3762|14.70096
MX-2014-JG1511582-41949|OFF-SU-4130|3|11.6229|9.29832
CA-2015-MD17860140-42153|FUR-FU-3924|2|10.984|8.7872
US-2012-MD17860140-41244|FUR-FU-2858|3|15.984|12.7872
SA-2013-JB6000110-41500|TEC-AC-5131|2|11.768|9.4144
ID-2015-JE161657-42145|OFF-ST-4261|3|10.56|8.448
IN-2013-LC1696027-41423|OFF-LA-5391|2|6.58|5.264
US-2012-MD17860140-41244|OFF-AR-5323|3|2.94|2.352
IZ-2012-MA756061-41172|FUR-FU-4037|8|33.084|26.4672
ES-2015-MJ1774045-42168|OFF-AR-3483|3|5.355|4.284
IN-2015-MS1798021-42048|OFF-BI-3289|8|0.774|0.6192
CA-2015-MD17860140-42246|OFF-AR-5301|1|1.344|1.0752
ES-2014-RB1936048-41758|OFF-BI-3294|5|1.338|1.0704
IS-2012-RM937563-41123|OFF-AR-3468|3|24.33|19.464
ES-2013-RM196758-41391|OFF-ST-6023|4|3.231|2.5848
IN-2014-RA19915113-41682|OFF-BI-6375|2|3.807|3.0456
TU-2015-SK9990134-42339|OFF-AR-3478|4|21.816|17.4528
CA-2015-MD17860140-42333|OFF-BI-3267|2|6.336|5.0688
CA-2013-MG17875140-41447|FUR-TA-4677|1|136.53|109.224
ES-2014-SC2023064-41956|OFF-ST-6228|2|6.6|5.28
TU-2015-SB10290134-42165|OFF-EN-3106|3|9.876|7.9008
CA-2014-MG17875140-41891|OFF-AP-4934|3|186.732|149.3856
CA-2013-MG17875140-41539|FUR-FU-6355|2|23.99|19.192
IT-2013-TS21655124-41523|FUR-FU-5740|2|16.76|13.408
ES-2015-TS2165545-42088|OFF-FA-6206|5|5.8194|4.65552
ES-2012-ZD2192564-40960|TEC-MA-5494|1|19.776|15.8208
US-2013-AD101805-41388|OFF-EN-4452|3|12.688|10.1504
MX-2014-CS1195082-41796|OFF-LA-6042|2|4.596|3.6768
MX-2014-DJ1363028-41935|OFF-ST-6025|7|2.88|2.304
MX-2015-BK1126039-42262|OFF-FA-3019|1|7.488|5.9904
MX-2013-KT1648082-41570|OFF-AR-3451|3|7.572|6.0576
MX-2014-PJ1901582-41915|OFF-LA-6061|3|6.4|5.12
MX-2013-EN1378082-41551|OFF-AR-6124|7|3.528|2.8224
MX-2014-LH1702093-41994|OFF-PA-4147|5|19.566|15.6528
CA-2015-MG17875140-42253|OFF-ST-4456|1|73.592|58.8736
AG-2014-AR3453-41674|OFF-BI-4804|4|12.78|10.224
ID-2014-AH105857-41926|OFF-SU-4988|3|11.568|9.2544
IN-2015-AF1087092-42314|OFF-AR-3494|1|11.94|9.552
IZ-2013-BW111061-41587|OFF-AR-3483|8|5.355|4.284
TU-2015-BG1740134-42293|FUR-FU-6271|7|16.82|13.456
CA-2013-MG17875140-41539|OFF-PA-6577|3|6.48|5.184
CA-2012-MG17875140-40963|OFF-FA-6129|1|21.104|16.8832
AG-2015-CL25653-42164|OFF-BI-6374|1|8.8395|7.0716
ID-2015-CR125807-42187|FUR-FU-6278|2|9.54|7.632
ES-2013-DP1300064-41611|OFF-ST-4253|3|15.5625|12.45
MO-2015-DO343586-42327|OFF-ST-6281|4|21.684|17.3472
CA-2012-MG17875140-40963|OFF-BI-4352|1|1.476|1.1808
CA-2013-MG17890140-41471|FUR-CH-4420|4|150.98|120.784
CA-2013-MG17890140-41471|OFF-EN-6362|8|15.25|12.2
IT-2015-GA1472545-42290|OFF-BI-4809|3|4.095|3.276
IT-2014-HE1480091-41843|OFF-BI-6378|2|8.32|6.656
CG-2015-HP481533-42047|OFF-LA-4680|3|3.024|2.4192
ES-2015-HJ14875139-42013|OFF-LA-4526|3|8.86|7.088
AO-2014-IG50854-41937|OFF-EN-3094|3|3.222|2.5776
EZ-2015-JG531032-42160|OFF-AR-3490|2|21.0405|16.8324
IT-2012-JF15355139-41087|OFF-BI-4825|2|2.097|1.6776
LH-2015-JD606075-42154|FUR-FU-3946|1|11.394|9.1152
ES-2013-KH1669045-41632|OFF-PA-5870|8|6.792|5.4336
TU-2012-LB6795134-41034|OFF-PA-4477|1|14.22|11.376
ES-2014-LC1693048-41881|OFF-LA-4527|1|3.24|2.592
MO-2012-LR703586-41072|OFF-EN-3103|1|19.695|15.756
CA-2015-MG17890140-42155|TEC-PH-5089|5|195.99|156.792
MA-2013-MH811577-41538|OFF-SU-2987|3|10.74|8.592
UP-2015-PJ9015137-42173|FUR-CH-4519|2|23.676|18.9408
CA-2014-MG17890140-41930|FUR-BO-5810|2|49.686|39.7488
CA-2015-MG17890140-42270|OFF-ST-6266|3|13.48|10.784
IT-2012-RB19330120-41077|OFF-ST-4063|1|4.815|3.852
ID-2014-RW1969066-41705|OFF-EN-4926|3|6.28|5.024
IN-2014-SC2002021-41948|OFF-LA-6055|1|3.5616|2.84928
IZ-2012-SZ1003561-41145|OFF-BI-2882|9|6.324|5.0592
MO-2014-SB1018586-41968|OFF-ST-5686|1|7.191|5.7528
CA-2015-MG17890140-42155|TEC-AC-5899|2|22.1|17.68
GH-2015-SR1074049-42273|OFF-ST-4029|2|5.728|4.5824
ES-2013-TM2149048-41534|OFF-AR-5921|2|14.8995|11.9196
MX-2015-RM1967539-42265|OFF-FA-3020|2|4.464|3.5712
MX-2015-AW1093018-42032|OFF-LA-4550|1|3.942|3.1536
MX-2014-JK1537082-41907|FUR-CH-5439|7|19.746|15.7968
MX-2014-DD1357082-41803|OFF-FA-5469|4|5.772|4.6176
US-2014-MZ1733555-41914|OFF-BI-4808|2|7.575|6.06
US-2014-AG1033018-41865|OFF-FA-2954|2|11.2|8.96
MX-2013-JD1589518-41459|OFF-SU-6175|3|15.34|12.272
MX-2015-TC2114593-42313|OFF-BI-4808|1|7.575|6.06
US-2014-JC1538536-41892|OFF-PA-6622|1|5.868|4.6944
MX-2015-BW1106518-42252|OFF-ST-5687|1|7.335|5.868
US-2014-EM13960143-41892|OFF-FA-5471|1|4.302|3.4416
US-2014-RA1994598-41674|FUR-FU-3029|2|16.824|13.4592
MX-2015-VP2176018-42266|OFF-EN-4904|5|4.788|3.8304
MX-2015-TS2116082-42189|OFF-BI-4815|2|25.44|20.352
IZ-2014-AC42061-41790|OFF-ST-6067|2|14.553|11.6424
CA-2015-MG17890140-42071|TEC-AC-5097|3|13.088|10.4704
ES-2015-AG1052545-42332|OFF-BI-3289|1|0.774|0.6192
CA-2013-MG17890140-41471|OFF-FA-2890|1|2.88|2.304
CA-2012-MG17890140-41271|FUR-FU-5173|2|7.28|5.824
ID-2013-CD11980130-41388|OFF-LA-4686|4|2.28|1.824
ES-2015-CM1216045-42010|OFF-LA-4540|6|6.0225|4.818
ES-2015-CB1253545-42229|OFF-ST-6231|3|6.228|4.9824
TU-2015-CR2820134-42129|FUR-FU-4104|3|12.048|9.6384
IR-2015-DL286560-42096|OFF-BI-4804|1|12.78|10.224
CA-2014-MG17890140-41703|OFF-AR-3408|3|13.592|10.8736
CA-2015-MG17890140-42155|FUR-FU-6298|3|13.592|10.8736
CA-2015-MG17890140-42248|OFF-SU-2975|3|3.88|3.104
NI-2014-EG390095-41999|TEC-AC-4155|2|25.038|20.0304
CA-2015-MG17890140-42119|OFF-FA-3835|3|1.448|1.1584
CA-2014-MK17905140-41907|OFF-BI-4359|2|94.794|75.8352
IN-2013-JW152207-41355|OFF-FA-3060|3|6.408|5.1264
CA-2014-MK17905140-41934|FUR-BO-3175|2|130.49|104.392
LO-2012-JL5850114-41121|OFF-BI-3718|3|7.2|5.76
IN-2015-JS158807-42059|OFF-AR-3465|3|4.365|3.492
IN-2015-JH159857-42354|FUR-FU-4102|2|12.624|10.0992
TU-2014-JC6105134-41690|TEC-PH-3151|1|112.131|89.7048
CA-2012-MK17905140-41230|FUR-CH-5429|3|117.882|94.3056
PL-2012-KM6375103-41132|OFF-BI-3720|7|3.544|2.8352
CA-2014-MK17905140-41934|OFF-ST-5598|4|11.976|9.5808
IN-2015-NH1861059-42349|OFF-PA-4181|3|5.859|4.6872
MO-2015-PO919586-42336|OFF-ST-6038|6|5.247|4.1976
SF-2013-RA9285117-41396|OFF-BI-3293|3|5.3805|4.3044
IT-2013-RS19420124-41480|OFF-EN-4443|3|20.5425|16.434
IN-2015-RD1972027-42144|OFF-ST-5689|1|9.216|7.3728
IN-2013-SG2047058-41424|TEC-AC-5099|1|12.204|9.7632
GG-2013-SG1047047-41405|OFF-FA-6200|1|9.99|7.992
CA-2014-MK790523-41989|FUR-BO-3634|1|85.365|68.292
MX-2013-ST2053082-41581|OFF-BI-6405|2|1.816|1.4528
MX-2014-BT1148593-41706|OFF-SU-2989|1|22.896|18.3168
US-2014-DL12925101-41646|OFF-EN-4454|1|13.7115|10.9692
MX-2015-CB1253531-42188|OFF-EN-3660|7|8.7|6.96
MX-2014-CM1219082-41985|OFF-LA-4543|2|4.068|3.2544
MX-2014-RS1942018-41817|OFF-LA-4664|4|9.612|7.6896
MX-2015-BE1133528-42263|OFF-ST-6026|2|5.412|4.3296
IN-2013-BS1175592-41591|OFF-LA-3320|1|3.672|2.9376
ES-2014-CW11905139-41909|OFF-LA-5399|1|3.4611|2.76888
ES-2013-DL1331564-41487|TEC-AC-5881|1|9.632|7.7056
IN-2013-EC1405011-41412|OFF-SU-6170|3|6.1374|4.90992
CA-2014-MK17905140-41934|OFF-BI-6366|1|1.16|0.928
ID-2015-GT14635118-42083|OFF-BI-2912|7|2.448|1.9584
IN-2013-HH1501066-41553|OFF-LA-4637|3|11.88|9.504
ES-2013-JP15520139-41501|OFF-ST-6066|2|26.928|21.5424
ID-2015-JE15745102-42015|OFF-LA-6030|1|6.9165|5.5332
ID-2015-JE157457-42180|OFF-LA-3300|2|4.536|3.6288
IZ-2013-JS588061-41346|OFF-BI-3293|2|5.3805|4.3044
ZA-2015-JB6045147-42165|OFF-LA-3322|1|7.78|6.224
ES-2015-JW1607545-42224|TEC-AC-4188|1|137.0262|109.62096
ZA-2012-KW6435147-40956|OFF-AR-3491|1|8.181|6.5448
US-2014-MK17905140-41774|OFF-BI-4341|3|63.98|51.184
EG-2012-MW823538-41254|OFF-AR-3451|2|7.572|6.0576
ES-2013-NL18310139-41538|OFF-AR-5925|3|6.2535|5.0028
CA-2015-MK17905140-42341|OFF-AR-3614|5|9.592|7.6736
ES-2015-RD1972045-42307|OFF-EN-5042|3|9.156|7.3248
ID-2014-SM20905113-41884|OFF-BI-3295|4|1.566|1.2528
US-2013-BH1171055-41476|TEC-AC-5132|3|19.128|15.3024
MX-2012-DL1333031-41106|OFF-LA-6051|2|4.356|3.4848
US-2015-SV2081536-42075|OFF-SU-4132|3|25.8555|20.6844
MX-2015-TM2149031-42329|OFF-PA-4473|4|10.116|8.0928
MX-2015-GP1474093-42075|OFF-BI-4824|3|2.547|2.0376
US-2014-JC1538582-41885|OFF-AR-5927|4|5.712|4.5696
US-2014-DC1328555-41993|OFF-BI-3722|4|4.149|3.3192
US-2015-RP1939055-42255|OFF-BI-2884|6|12.192|9.7536
MX-2015-MS1753039-42178|OFF-FA-6203|3|4.164|3.3312
MX-2014-PK1907539-41721|OFF-LA-6063|2|4.572|3.6576
MX-2015-RH1951082-42262|OFF-FA-3053|4|7.3458|5.87664
NG-2014-AY55594-41978|OFF-EN-3673|4|9.9|7.92
US-2014-MK17905140-41774|FUR-FU-3914|4|5.032|4.0256
IV-2014-AM70529-41678|OFF-BI-3291|7|1.323|1.0584
US-2014-MK17905140-41774|TEC-PH-5085|1|6.54|5.232
SA-2014-CM1830110-41885|OFF-AR-3531|3|7.548|6.0384
ES-2014-CS1213045-41899|FUR-FU-3067|2|9.996|7.9968
ES-2015-CV1229548-42297|OFF-EN-3111|7|8.892|7.1136
TU-2015-CM2445134-42021|FUR-CH-5370|5|31.376|25.1008
TU-2012-DH3075134-41137|OFF-AP-3877|2|35.64|28.512
IZ-2012-DW319561-41144|OFF-ST-6274|3|16.407|13.1256
US-2014-MK17905140-41774|OFF-PA-6594|3|5.184|4.1472
US-2015-FH1436598-42096|OFF-AR-3488|5|6.424|5.1392
NI-2013-GT471095-41290|TEC-PH-5831|3|43.54|34.832
CG-2014-HD478533-41900|OFF-AR-5911|1|4.806|3.8448
ES-2014-HM1486045-41872|OFF-ST-6231|3|6.228|4.9824
US-2014-MK17905140-41774|OFF-BI-6406|4|5.19|4.152
IN-2012-JM161957-41194|OFF-LA-6037|2|3.552|2.8416
CG-2014-KS630033-41884|OFF-AP-3860|3|10.144|8.1152
ES-2013-KH163608-41444|OFF-LA-5384|3|4.035|3.228
CA-2013-MK17905140-41626|OFF-AR-5298|2|3.424|2.7392
US-2014-MK17905140-41774|OFF-BI-3279|4|5.58|4.464
CA-2015-MK17905140-42230|OFF-BI-4357|2|15.01|12.008
ES-2014-LR17035120-41930|OFF-ST-6251|3|6.975|5.58
ES-2012-MH1729048-41032|OFF-LA-5382|8|4.32|3.456
CA-2012-MK790523-40927|OFF-FA-6185|5|15.012|12.0096
US-2015-MK17905140-42172|OFF-BI-6210|2|4.24|3.392
SU-2015-MY8295122-42312|OFF-AR-3466|3|6.216|4.9728
IN-2014-ND1837027-41767|OFF-SU-4125|3|9.45|7.56
US-2014-MK17905140-41774|OFF-AR-3976|1|2.384|1.9072
CA-2014-MK17905140-41934|OFF-FA-6129|1|21.104|16.8832
IN-2014-RA19915113-41682|OFF-LA-3298|1|3.696|2.9568
US-2014-MM17920140-41888|FUR-TA-3752|6|275.49|220.392
ES-2014-SS2041048-41802|OFF-AR-5917|3|9.3|7.44
ID-2012-SC2069558-41240|OFF-AR-5924|2|5.92|4.736
IN-2015-TG213107-42332|OFF-AR-6108|2|21.06|16.848
